CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.StudentID
1171,9,3302,10-11(E),413
984,32,3302,"7(B,D,F,H)",413
1170,10,3301,10-11(F),413
854,1,3300,"14(A,C,E,G)",413
982,42,3301,"9(B,D,F,H)",413
106,2,3300,"4-5(A,C,E,G)",413
350,2,3302,"8-9(A,C,E,G)",413
558,1,3301,"8-9(A,C,E,G)",413
719,8,3302,"8-9(B,D,F,H)",413
746,1,3301,"6-7(B,D,F,H)",413
981,32,3301,"7(A,C,E,G)",413
983,32,3302,"7(A,C,E,G)",413
Junior HR,7,3300,1(A-H),413
922,4,3302,"10-11(A,C,E,G)",414
983,22,3302,"5(A,C,E,G)",414
330,9,3300,"12-13(B,D,F,H)",414
982,52,3301,"11(B,D,F,H)",414
984,52,3302,"11(B,D,F,H)",414
1170,2,3301,2-3(F),414
1171,2,3302,2-3(F),414
408,1,3300,"2-3(A,C,E,G)",414
510,10,3300,"6-7(A,C,G)",414
510L,10,3300,6-7(E),414
606,6,3300,"4-5(B,D,F,H)",414
719,8,3302,"8-9(B,D,F,H)",414
981,22,3301,"5(A,C,E,G)",414
106,5,3300,"12-13(A,C,E,G)",414
Junior HR,8,3300,1(A-H),414
216,6,3300,"6-7(B,D,F,H)",414
1170,98,3301,"14(B,D,F,H)",421
330,5,3300,"2-3(B,D,F,H)",421
520,2,3300,"2-3(A,C,E,G)",421
840,1,3300,"8(A-H) 9(A,C,E,G)",421
846,1,3302,"6-7(B,D,F,H)",421
982,42,3301,"9(B,D,F,H)",421
984,42,3302,"9(B,D,F,H)",421
106,2,3300,"4-5(A,C,E,G)",421
1171,14,3302,"14(B,D,F,H)",421
254,2,3300,"10-11(A,C,E,G)",421
411,1,3300,"12-13(A,C,E,G)",421
608,5,3300,"4-5(B,D,F,H)",421
810,1,3300,"12-13(B,D,F,H)",421
841,1,3300,"10-11(B,D,F,H)",421
845,1,3301,"6-7(B,D,F,H)",421
981,31,3301,"6(A,C,E,G)",421
983,31,3302,"6(A,C,E,G)",421
Junior HR,9,3300,1(A-H),421
1094,1,3301,"4-5(B,D,F,H)",423
1171,12,3302,12-13(D),423
330,4,3300,"8-9(A,C,E,G)",423
606,2,3300,"4-5(A,C,E,G)",423
981,31,3301,"6(A,C,E,G)",423
983,31,3302,"6(A,C,E,G)",423
982,31,3301,"6(B,D,F,H)",423
1032,1,3300,"8-9(B,D,F,H)",423
106,1,3300,"2-3(A,C,E,G)",423
1170,12,3301,12-13(D),423
1179,26,3300,"12(B-C,E-H) 13(C,F-H)",423
252,4,3300,"10-11(B,D,F,H)",423
514,4,3300,"2-3(B,D,F,H)",423
806,2,3300,"14(B,D,F,H)",423
850,1,3300,"10-11(A,C,E,G)",423
984,31,3302,"6(B,D,F,H)",423
Junior HR,10,3300,1(A-H),423
512L,1,3300,"2-4(B,D)",424
981,31,3301,"6(A,C,E,G)",424
983,32,3302,"7(A,C,E,G)",424
414,1,3300,"6-7(B,D,F,H)",424
1170,3,3301,4-5(C),424
1171,3,3302,4-5(C),424
226,1,3300,"2-3(A,C,E,G)",424
512,1,3300,"2-4(F,H)",424
Junior HR,1,3300,1(A-H),424
106,14,3300,"12-13(B,D,F,H)",424
520,1,3300,"12-13(A,C,E,G)",424
608,6,3300,"10-11(B,D,F,H)",424
982,22,3301,"5(B,D,F,H)",424
984,22,3302,"5(B,D,F,H)",424
330,4,3300,"8-9(A,C,E,G)",424
1050,5,3301,"6-7(D,H)",425
106,8,3300,"4-5(B,D,F,H)",425
1170,6,3301,6-7(F),425
1171,5,3302,6-7(E),425
330,5,3300,"2-3(B,D,F,H)",425
510,8,3300,"12-13(B,F,H)",425
718,6,3302,"2-3(A,C,E,G)",425
981,51,3301,"10(A,C,E,G)",425
984,52,3302,"11(B,D,F,H)",425
216,4,3300,"12-13(A,C,E,G)",425
408,3,3300,"8-9(A,C,E,G)",425
510L,8,3300,12-13(D),425
606,2,3300,"4-5(A,C,E,G)",425
719,8,3302,"8-9(B,D,F,H)",425
982,52,3301,"11(B,D,F,H)",425
983,51,3302,"10(A,C,E,G)",425
Junior HR,2,3300,1(A-H),425
1061,1,3300,"2-3(B,D,F,H)",426
1170,7,3301,8-9(C),426
221,1,3300,"4-5(A,C,E,G)",426
404,3,3300,"10-11(A,C,E,G)",426
982,32,3301,"7(B,D,F,H)",426
106,1,3300,"2-3(A,C,E,G)",426
1171,7,3302,8-9(C),426
1179,24,3300,"8(B,D-F,H) 9(A-B,D,F,H)",426
510,4,3300,"12-13(A,E,G)",426
510L,4,3300,12-13(C),426
981,31,3301,"6(A,C,E,G)",426
983,31,3302,"6(A,C,E,G)",426
984,32,3302,"7(B,D,F,H)",426
Junior HR,3,3300,1(A-H),426
330,9,3300,"12-13(B,D,F,H)",426
606,8,3300,"10-11(B,D,F,H)",426
1069,1,3300,"14(A,C,E,G)",426
927,1,3300,"14(B,D,F,H)",426
510,11,3300,"6-7(B,D,H)",431
510L,11,3300,6-7(F),431
982,42,3301,"9(B,D,F,H)",431
984,41,3302,"8(B,D,F,H)",431
1171,11,3302,12-13(C),431
608,1,3300,"2-3(A,C,E,G)",431
1061,1,3300,"2-3(B,D,F,H)",431
216,3,3300,"10-11(A,C,E,G)",431
493,1,3300,"10-11(B,D,F,H)",431
981,42,3301,"9(A,C,E,G)",431
983,41,3302,"8(A,C,E,G)",431
106,2,3300,"4-5(A,C,E,G)",431
330,9,3300,"12-13(B,D,F,H)",431
865,1,3302,"6-7(A,C,E,G)",431
Junior HR,5,3300,1(A-H),431
1170,5,3301,6-7(E),431
106,2,3300,"4-5(A,C,E,G)",432
1171,5,3302,6-7(E),432
254,2,3300,"10-11(A,C,E,G)",432
335,4,3300,"4-5(B,D,F,H)",432
411,3,3300,"8-9(B,D,F,H)",432
608,4,3300,"2-3(B,D,F,H)",432
717,2,3302,"11-13(B,D,F,H)",432
983,41,3302,"8(A,C,E,G)",432
520,1,3300,"12-13(A,C,E,G)",432
716,2,3301,"11-13(B,D,F,H)",432
982,51,3301,"10(B,D,F,H)",432
984,51,3302,"10(B,D,F,H)",432
Junior HR,6,3300,1(A-H),432
1170,7,3301,8-9(C),432
981,31,3301,"6(A,C,E,G)",432
927,1,3300,"14(B,D,F,H)",432
216,1,3300,"2-3(A,C,E,G)",435
719,4,3302,"10-11(A,C,E,G)",435
511,2,3300,"4-5(B,D,F)",435
511L,2,3300,4-5(H),435
106,10,3300,"8-9(B,D,F,H)",435
527,1,3300,"6-7(A,C,E,G)",435
981,42,3301,"9(A,C,E,G)",435
983,42,3302,"9(A,C,E,G)",435
411,2,3300,"2-3(B,D,F,H)",435
1170,6,3301,6-7(F),435
1171,6,3302,6-7(F),435
335,5,3300,"12-13(B,D,F,H)",435
608,3,3300,"12-13(A,C,E,G)",435
982,51,3301,"10(B,D,F,H)",435
984,52,3302,"11(B,D,F,H)",435
Junior HR,7,3300,1(A-H),435
1170,2,3301,2-3(F),438
221,1,3300,"4-5(A,C,E,G)",438
510,7,3300,"8-9(D,F,H)",438
606,6,3300,"4-5(B,D,F,H)",438
981,41,3301,"8(A,C,E,G)",438
983,41,3302,"8(A,C,E,G)",438
106,5,3300,"12-13(A,C,E,G)",438
1171,9,3302,10-11(E),438
330,8,3300,"10-11(B,D,F,H)",438
408,1,3300,"2-3(A,C,E,G)",438
510L,7,3300,8-9(B),438
718,4,3302,"2-3(B,D,F,H)",438
880,3,3301,"10-11(A,C,E,G)",438
982,32,3301,"7(B,D,F,H)",438
984,31,3302,"6(B,D,F,H)",438
Junior HR,8,3300,1(A-H),438
254,2,3300,"10-11(A,C,E,G)",442
512,1,3300,"2-4(F,H)",442
512L,1,3300,"2-4(B,D)",442
806,1,3300,"14(A,C,E,G)",442
1032,1,3300,"8-9(B,D,F,H)",442
520,5,3300,"12-13(B,D,F,H)",442
606,1,3300,"2-3(A,C,E,G)",442
106,6,3300,"12-13(A,C,E,G)",442
1170,3,3301,4-5(C),442
1171,3,3302,4-5(C),442
Junior HR,9,3300,1(A-H),442
414,1,3300,"6-7(B,D,F,H)",442
335,2,3300,"8-9(A,C,E,G)",442
981,31,3301,"6(A,C,E,G)",442
982,51,3301,"10(B,D,F,H)",442
983,31,3302,"6(A,C,E,G)",442
984,51,3302,"10(B,D,F,H)",442
719,9,3301,"8-9(A,C,E,G)",445
106,8,3300,"4-5(B,D,F,H)",445
216,8,3300,"12-13(B,D,F,H)",445
408,4,3300,"12-13(A,C,E,G)",445
714,2,3302,"8-9(A,C,E,G)",445
746,1,3301,"6-7(B,D,F,H)",445
1170,5,3301,6-7(E),445
1171,5,3302,6-7(E),445
983,22,3302,"5(A,C,E,G)",445
330,1,3300,"2-3(A,C,E,G)",445
514,4,3300,"2-3(B,D,F,H)",445
608,6,3300,"10-11(B,D,F,H)",445
981,22,3301,"5(A,C,E,G)",445
982,41,3301,"8(B,D,F,H)",445
984,42,3302,"9(B,D,F,H)",445
Junior HR,10,3300,1(A-H),445
106,6,3300,"12-13(A,C,E,G)",446
216,8,3300,"12-13(B,D,F,H)",446
330,7,3300,"4-5(B,D,F,H)",446
718,10,3302,"6-7(A,C,E,G)",446
983,41,3302,"8(A,C,E,G)",446
1170,6,3301,6-7(F),446
1171,6,3302,6-7(F),446
225,1,3300,"4-5(A,C,E,G)",446
486,1,3300,"2-3(B,D,F,H)",446
545,3,3300,"10-11(B,D,F,H)",446
714,1,3301,"8-9(A,C,E,G)",446
981,51,3301,"10(A,C,E,G)",446
982,41,3301,"8(B,D,F,H)",446
984,41,3302,"8(B,D,F,H)",446
608,1,3300,"2-3(A,C,E,G)",446
Junior HR,1,3300,1(A-H),446
927,1,3300,"14(B,D,F,H)",446
216,1,3300,"2-3(A,C,E,G)",450
106,12,3300,"12-13(B,D,F,H)",450
426,1,3300,"8-9(B,D,F,H)",450
514,4,3300,"2-3(B,D,F,H)",450
608,3,3300,"12-13(A,C,E,G)",450
714,2,3302,"8-9(A,C,E,G)",450
742,1,3301,"6-7(B,D,F,H)",450
981,31,3301,"6(A,C,E,G)",450
982,52,3301,"11(B,D,F,H)",450
983,32,3302,"7(A,C,E,G)",450
984,51,3302,"10(B,D,F,H)",450
1050,6,3301,"8-9(A,E)",450
1170,7,3301,8-9(C),450
1171,6,3302,6-7(F),450
335,1,3300,"4-5(A,C,E,G)",450
Junior HR,2,3300,1(A-H),450
106,11,3300,"10-11(B,D,F,H)",451
1170,7,3301,8-9(C),451
216,3,3300,"10-11(A,C,E,G)",451
558,3,3301,"8-9(B,D,F,H)",451
981,31,3301,"6(A,C,E,G)",451
511,1,3300,"4-5(A,C,E)",451
511L,1,3300,4-5(G),451
983,42,3302,"9(A,C,E,G)",451
1070,1,3301,"8-9(A,E)",451
330,3,3300,"6-7(B,D,F,H)",451
408,5,3300,"2-3(B,D,F,H)",451
608,3,3300,"12-13(A,C,E,G)",451
982,22,3301,"5(B,D,F,H)",451
984,22,3302,"5(B,D,F,H)",451
Junior HR,3,3300,1(A-H),451
927,1,3300,"14(B,D,F,H)",451
1050,4,3302,"8-9(D,H)",451
1171,5,3302,6-7(E),451
606,7,3300,"8-9(B,D,F,H)",452
982,31,3301,"6(B,D,F,H)",452
1093,1,3302,"10-11(A,C,E,G)",452
330,2,3300,"4-5(A,C,E,G)",452
408,1,3300,"2-3(A,C,E,G)",452
1170,12,3301,12-13(D),452
719,6,3302,"4-5(B,D,F,H)",452
380,3,3301,"10-11(A,C,E,G)",452
981,32,3301,"7(A,C,E,G)",452
106,7,3300,"2-3(B,D,F,H)",452
1094,1,3301,"4-5(B,D,F,H)",452
1171,12,3302,12-13(D),452
252,4,3300,"10-11(B,D,F,H)",452
520,1,3300,"12-13(A,C,E,G)",452
983,32,3302,"7(A,C,E,G)",452
984,31,3302,"6(B,D,F,H)",452
Junior HR,4,3300,1(A-H),452
106,2,3300,"4-5(A,C,E,G)",453
982,32,3301,"7(B,D,F,H)",453
1170,1,3301,2-3(E),453
330,4,3300,"8-9(A,C,E,G)",453
520,5,3300,"12-13(B,D,F,H)",453
981,31,3301,"6(A,C,E,G)",453
983,32,3302,"7(A,C,E,G)",453
1061,1,3300,"2-3(B,D,F,H)",453
1171,1,3302,2-3(E),453
411,1,3300,"12-13(A,C,E,G)",453
608,6,3300,"10-11(B,D,F,H)",453
719,7,3301,"8-9(B,D,F,H)",453
984,41,3302,"8(B,D,F,H)",453
Junior HR,1,3300,1(A-H),453
252,2,3300,"10-11(A,C,E,G)",453
330,8,3300,"10-11(B,D,F,H)",457
982,32,3301,"7(B,D,F,H)",457
984,42,3302,"9(B,D,F,H)",457
1170,12,3301,12-13(D),457
221,2,3300,"2-3(B,D,F,H)",457
408,1,3300,"2-3(A,C,E,G)",457
606,5,3300,"12-13(A,C,E,G)",457
742,2,3302,"6-7(B,D,F,H)",457
1171,12,3302,12-13(D),457
106,8,3300,"4-5(B,D,F,H)",457
510,10,3300,"6-7(A,C,G)",457
510L,10,3300,6-7(E),457
718,1,3301,"4-5(A,C,E,G)",457
981,52,3301,"11(A,C,E,G)",457
983,51,3302,"10(A,C,E,G)",457
Junior HR,6,3300,1(A-H),457
714,2,3302,"8-9(A,C,E,G)",458
335,1,3300,"4-5(A,C,E,G)",458
719,3,3301,"10-11(A,C,E,G)",458
890,1,3301,"6-7(B,D,F,H)",458
982,41,3301,"8(B,D,F,H)",458
983,52,3302,"11(A,C,E,G)",458
984,32,3302,"7(B,D,F,H)",458
1171,8,3302,8-9(D),458
106,6,3300,"12-13(A,C,E,G)",458
608,6,3300,"10-11(B,D,F,H)",458
1170,5,3301,6-7(E),458
981,42,3301,"9(A,C,E,G)",458
226,1,3300,"2-3(A,C,E,G)",458
427,1,3300,"4-5(B,D,F,H)",458
545,2,3300,"2-3(B,D,F,H)",458
Junior HR,7,3300,1(A-H),458
927,1,3300,"14(B,D,F,H)",458
981,22,3301,"5(A,C,E,G)",463
106,12,3300,"12-13(B,D,F,H)",463
408,4,3300,"12-13(A,C,E,G)",463
714,1,3301,"8-9(A,C,E,G)",463
1171,7,3302,8-9(C),463
1170,10,3301,10-11(F),463
982,42,3301,"9(B,D,F,H)",463
225,2,3300,"6-7(A,C,E,G)",463
514,4,3300,"2-3(B,D,F,H)",463
983,22,3302,"5(A,C,E,G)",463
330,3,3300,"6-7(B,D,F,H)",463
606,1,3300,"2-3(A,C,E,G)",463
718,8,3302,"10-11(B,D,F,H)",463
880,4,3301,"4-5(B,D,F,H)",463
984,41,3302,"8(B,D,F,H)",463
Junior HR,2,3300,1(A-H),463
927,1,3300,"14(B,D,F,H)",463
330,6,3300,"12-13(A,C,E,G)",465
216,3,3300,"10-11(A,C,E,G)",465
408,7,3300,"8-9(B,D,F,H)",465
530L,1,3300,"2-4(A,C)",465
746,1,3301,"6-7(B,D,F,H)",465
982,51,3301,"10(B,D,F,H)",465
1170,2,3301,2-3(F),465
1171,2,3302,2-3(F),465
106,12,3300,"12-13(B,D,F,H)",465
350,2,3302,"8-9(A,C,E,G)",465
530,1,3300,"2-4(E,G)",465
558,1,3301,"8-9(A,C,E,G)",465
606,6,3300,"4-5(B,D,F,H)",465
981,31,3301,"6(A,C,E,G)",465
983,32,3302,"7(A,C,E,G)",465
984,52,3302,"11(B,D,F,H)",465
Junior HR,9,3300,1(A-H),465
106,2,3300,"4-5(A,C,E,G)",468
1171,7,3302,8-9(C),468
606,9,3300,"12-13(B,D,F,H)",468
981,51,3301,"10(A,C,E,G)",468
983,51,3302,"10(A,C,E,G)",468
408,5,3300,"2-3(B,D,F,H)",468
216,7,3300,"10-11(B,D,F,H)",468
982,42,3301,"9(B,D,F,H)",468
984,42,3302,"9(B,D,F,H)",468
1170,5,3301,6-7(E),468
330,6,3300,"12-13(A,C,E,G)",468
540,2,3300,"4-5(B,D,F,H)",468
718,10,3302,"6-7(A,C,E,G)",468
719,9,3301,"8-9(A,C,E,G)",468
Junior HR,10,3300,1(A-H),468
608,3,3300,"12-13(A,C,E,G)",470
106,12,3300,"12-13(B,D,F,H)",470
1170,1,3301,2-3(E),470
225,5,3300,"4-5(B,D,F,H)",470
514,2,3300,"8-9(A,C,E,G)",470
719,3,3301,"10-11(A,C,E,G)",470
981,32,3301,"7(A,C,E,G)",470
983,52,3302,"11(A,C,E,G)",470
1171,2,3302,2-3(F),470
335,1,3300,"4-5(A,C,E,G)",470
411,3,3300,"8-9(B,D,F,H)",470
865,1,3302,"6-7(A,C,E,G)",470
870,1,3300,"14(B,D,F,H)",470
984,32,3302,"7(B,D,F,H)",470
Junior HR,1,3300,1(A-H),470
880,9,3301,"6-7(B,D,F,H)",470
982,51,3301,"10(B,D,F,H)",470
106,12,3300,"12-13(B,D,F,H)",471
1170,3,3301,4-5(C),471
1171,3,3302,4-5(C),471
216,3,3300,"10-11(A,C,E,G)",471
225,4,3300,"12-13(A,C,E,G)",471
330,7,3300,"4-5(B,D,F,H)",471
411,4,3300,"6-7(A,C,E,G)",471
520,4,3300,"10-11(B,D,F,H)",471
608,1,3300,"2-3(A,C,E,G)",471
981,41,3301,"8(A,C,E,G)",471
983,41,3302,"8(A,C,E,G)",471
718,4,3302,"2-3(B,D,F,H)",471
982,32,3301,"7(B,D,F,H)",471
984,41,3302,"8(B,D,F,H)",471
Junior HR,2,3300,1(A-H),471
718,9,3301,"6-7(A,C,E,G)",473
981,41,3301,"8(A,C,E,G)",473
983,32,3302,"7(A,C,E,G)",473
216,5,3300,"4-5(B,D,F,H)",473
411,2,3300,"2-3(B,D,F,H)",473
511,1,3300,"4-5(A,C,E)",473
511L,1,3300,4-5(G),473
608,3,3300,"12-13(A,C,E,G)",473
1170,1,3301,2-3(E),473
558,2,3302,"8-9(A,C,E,G)",473
106,12,3300,"12-13(B,D,F,H)",473
1171,9,3302,10-11(E),473
335,6,3300,"10-11(B,D,F,H)",473
982,32,3301,"7(B,D,F,H)",473
984,41,3302,"8(B,D,F,H)",473
Junior HR,3,3300,1(A-H),473
927,1,3300,"14(B,D,F,H)",473
510,6,3300,"10-11(B,D,F)",476
510L,6,3300,10-11(H),476
982,42,3301,"9(B,D,F,H)",476
984,42,3302,"9(B,D,F,H)",476
1171,12,3302,12-13(D),476
1170,12,3301,12-13(D),476
216,5,3300,"4-5(B,D,F,H)",476
606,1,3300,"2-3(A,C,E,G)",476
981,52,3301,"11(A,C,E,G)",476
983,52,3302,"11(A,C,E,G)",476
106,7,3300,"2-3(B,D,F,H)",476
330,6,3300,"12-13(A,C,E,G)",476
485,1,3300,"6-7(A,C,E,G)",476
714,1,3301,"8-9(A,C,E,G)",476
719,10,3302,"8-9(A,C,E,G)",476
Junior HR,5,3300,1(A-H),476
806,2,3300,"14(B,D,F,H)",476
1171,9,3302,10-11(E),478
1170,9,3301,10-11(E),478
216,2,3300,"4-5(A,C,E,G)",478
981,31,3301,"6(A,C,E,G)",478
514,2,3300,"8-9(A,C,E,G)",478
650,2,3300,"6-7(B,D,F,H)",478
982,41,3301,"8(B,D,F,H)",478
106,12,3300,"12-13(B,D,F,H)",478
330,5,3300,"2-3(B,D,F,H)",478
408,4,3300,"12-13(A,C,E,G)",478
606,1,3300,"2-3(A,C,E,G)",478
714,4,3302,"8-9(B,D,F,H)",478
719,5,3301,"4-5(B,D,F,H)",478
983,31,3302,"6(A,C,E,G)",478
984,52,3302,"11(B,D,F,H)",478
Junior HR,6,3300,1(A-H),478
927,1,3300,"14(B,D,F,H)",478
106,7,3300,"2-3(B,D,F,H)",483
1170,3,3301,4-5(C),483
983,31,3302,"6(A,C,E,G)",483
216,1,3300,"2-3(A,C,E,G)",483
514,3,3300,"12-13(A,C,E,G)",483
922,6,3302,"10-11(B,D,F,H)",483
982,51,3301,"10(B,D,F,H)",483
330,9,3300,"12-13(B,D,F,H)",483
408,3,3300,"8-9(A,C,E,G)",483
606,6,3300,"4-5(B,D,F,H)",483
746,1,3301,"6-7(B,D,F,H)",483
981,31,3301,"6(A,C,E,G)",483
984,31,3302,"6(B,D,F,H)",483
Junior HR,7,3300,1(A-H),483
1093,2,3302,"4-5(A,C,E,G)",483
1171,8,3302,8-9(D),483
927,1,3300,"14(B,D,F,H)",483
216,2,3300,"4-5(A,C,E,G)",484
106,6,3300,"12-13(A,C,E,G)",484
1171,12,3302,12-13(D),484
335,4,3300,"4-5(B,D,F,H)",484
520,2,3300,"2-3(A,C,E,G)",484
982,31,3301,"6(B,D,F,H)",484
984,31,3302,"6(B,D,F,H)",484
1170,2,3301,2-3(F),484
225,7,3300,"8-9(B,D,F,H)",484
493,1,3300,"10-11(B,D,F,H)",484
608,2,3300,"8-9(A,C,E,G)",484
981,31,3301,"6(A,C,E,G)",484
983,32,3302,"7(A,C,E,G)",484
Junior HR,4,3300,1(A-H),484
856,1,3300,"14(A,C,E,G)",484
806,2,3300,"14(B,D,F,H)",484
719,5,3301,"4-5(B,D,F,H)",493
885,2,3302,"4-5(B,D,F,H)",493
106,6,3300,"12-13(A,C,E,G)",493
411,4,3300,"6-7(A,C,E,G)",493
983,41,3302,"8(A,C,E,G)",493
1170,6,3301,6-7(F),493
330,9,3300,"12-13(B,D,F,H)",493
520,4,3300,"10-11(B,D,F,H)",493
982,41,3301,"8(B,D,F,H)",493
1171,6,3302,6-7(F),493
216,3,3300,"10-11(A,C,E,G)",493
608,1,3300,"2-3(A,C,E,G)",493
981,41,3301,"8(A,C,E,G)",493
984,41,3302,"8(B,D,F,H)",493
Junior HR,2,3300,1(A-H),493
106,14,3300,"12-13(B,D,F,H)",497
1171,1,3302,2-3(E),497
335,2,3300,"8-9(A,C,E,G)",497
520,1,3300,"12-13(A,C,E,G)",497
719,4,3302,"10-11(A,C,E,G)",497
982,32,3301,"7(B,D,F,H)",497
1170,8,3301,8-9(D),497
216,2,3300,"4-5(A,C,E,G)",497
225,5,3300,"4-5(B,D,F,H)",497
493,1,3300,"10-11(B,D,F,H)",497
608,4,3300,"2-3(B,D,F,H)",497
718,9,3301,"6-7(A,C,E,G)",497
981,51,3301,"10(A,C,E,G)",497
983,32,3302,"7(A,C,E,G)",497
984,41,3302,"8(B,D,F,H)",497
Junior HR,10,3300,1(A-H),497
335,3,3300,"10-11(A,C,E,G)",501
106,3,3300,"6-7(A,C,E,G)",501
216,6,3300,"6-7(B,D,F,H)",501
1170,1,3301,2-3(E),501
1171,1,3302,2-3(E),501
1060,2,3302,"10-11(D,H)",501
1061,1,3300,"2-3(B,D,F,H)",501
408,8,3300,"12-13(B,D,F,H)",501
511,1,3300,"4-5(A,C,E)",501
511L,1,3300,4-5(G),501
558,3,3301,"8-9(B,D,F,H)",501
981,41,3301,"8(A,C,E,G)",501
984,41,3302,"8(B,D,F,H)",501
608,3,3300,"12-13(A,C,E,G)",501
982,52,3301,"11(B,D,F,H)",501
983,41,3302,"8(A,C,E,G)",501
Junior HR,1,3300,1(A-H),501
1170,2,3301,2-3(F),502
335,3,3300,"10-11(A,C,E,G)",502
520,2,3300,"2-3(A,C,E,G)",502
981,31,3301,"6(A,C,E,G)",502
983,32,3302,"7(A,C,E,G)",502
106,13,3300,"6-7(B,D,F,H)",502
1171,2,3302,2-3(F),502
225,5,3300,"4-5(B,D,F,H)",502
408,3,3300,"8-9(A,C,E,G)",502
545,3,3300,"10-11(B,D,F,H)",502
608,7,3300,"12-13(B,D,F,H)",502
982,41,3301,"8(B,D,F,H)",502
984,41,3302,"8(B,D,F,H)",502
Junior HR,2,3300,1(A-H),502
106,10,3300,"8-9(B,D,F,H)",504
982,32,3301,"7(B,D,F,H)",504
984,32,3302,"7(B,D,F,H)",504
1094,1,3301,"4-5(B,D,F,H)",504
1171,11,3302,12-13(C),504
330,2,3300,"4-5(A,C,E,G)",504
608,2,3300,"8-9(A,C,E,G)",504
1031,2,3302,"4-5(B,D,F,H)",504
1093,1,3302,"10-11(A,C,E,G)",504
1095,1,3301,"12-13(A,C,E,G)",504
1170,9,3301,10-11(E),504
226,3,3300,"2-3(B,D,F,H)",504
493,1,3300,"10-11(B,D,F,H)",504
520,2,3300,"2-3(A,C,E,G)",504
981,32,3301,"7(A,C,E,G)",504
983,31,3302,"6(A,C,E,G)",504
Junior HR,3,3300,1(A-H),504
520,4,3300,"10-11(B,D,F,H)",510
982,42,3301,"9(B,D,F,H)",510
984,42,3302,"9(B,D,F,H)",510
106,6,3300,"12-13(A,C,E,G)",510
1171,1,3302,2-3(E),510
335,1,3300,"4-5(A,C,E,G)",510
527,3,3300,"6-7(B,D,F,H)",510
719,4,3302,"10-11(A,C,E,G)",510
983,31,3302,"6(A,C,E,G)",510
1024,1,3301,"12-13(B,D,F,H)",510
1170,1,3301,2-3(E),510
254,3,3300,"4-5(B,D,F,H)",510
486,1,3300,"2-3(B,D,F,H)",510
608,2,3300,"8-9(A,C,E,G)",510
981,32,3301,"7(A,C,E,G)",510
Junior HR,4,3300,1(A-H),510
606,7,3300,"8-9(B,D,F,H)",514
216,4,3300,"12-13(A,C,E,G)",514
330,7,3300,"4-5(B,D,F,H)",514
510,5,3300,"2-3(C,E,G)",514
510L,5,3300,2-3(A),514
1171,2,3302,2-3(F),514
485,1,3300,"6-7(A,C,E,G)",514
558,2,3302,"8-9(A,C,E,G)",514
Junior HR,5,3300,1(A-H),514
106,11,3300,"10-11(B,D,F,H)",514
982,31,3301,"6(B,D,F,H)",514
983,51,3302,"10(A,C,E,G)",514
984,31,3302,"6(B,D,F,H)",514
981,41,3301,"8(A,C,E,G)",514
885,1,3301,"4-5(A,C,E,G)",514
1170,9,3301,10-11(E),514
1170,8,3301,8-9(D),516
335,2,3300,"8-9(A,C,E,G)",516
510,1,3300,"10-11(A,C,E)",516
714,4,3302,"8-9(B,D,F,H)",516
719,5,3301,"4-5(B,D,F,H)",516
983,31,3302,"6(A,C,E,G)",516
1171,3,3302,4-5(C),516
225,6,3300,"10-11(B,D,F,H)",516
408,5,3300,"2-3(B,D,F,H)",516
510L,1,3300,10-11(G),516
606,1,3300,"2-3(A,C,E,G)",516
718,1,3301,"4-5(A,C,E,G)",516
981,31,3301,"6(A,C,E,G)",516
982,32,3301,"7(B,D,F,H)",516
984,32,3302,"7(B,D,F,H)",516
Junior HR,6,3300,1(A-H),516
106,9,3300,"6-7(B,D,F,H)",516
106,9,3300,"6-7(B,D,F,H)",520
1170,2,3301,2-3(F),520
335,2,3300,"8-9(A,C,E,G)",520
520,1,3300,"12-13(A,C,E,G)",520
981,22,3301,"5(A,C,E,G)",520
983,52,3302,"11(A,C,E,G)",520
1094,2,3302,"4-5(B,D,F,H)",520
1171,2,3302,2-3(F),520
252,4,3300,"10-11(B,D,F,H)",520
411,4,3300,"6-7(A,C,E,G)",520
608,1,3300,"2-3(A,C,E,G)",520
719,5,3301,"4-5(B,D,F,H)",520
982,41,3301,"8(B,D,F,H)",520
984,42,3302,"9(B,D,F,H)",520
Junior HR,7,3300,1(A-H),520
927,1,3300,"14(B,D,F,H)",520
608,7,3300,"12-13(B,D,F,H)",524
1170,3,3301,4-5(C),524
106,1,3300,"2-3(A,C,E,G)",524
1171,6,3302,6-7(F),524
411,4,3300,"6-7(A,C,E,G)",524
510L,4,3300,12-13(C),524
718,2,3302,"4-5(A,C,E,G)",524
746,1,3301,"6-7(B,D,F,H)",524
983,52,3302,"11(A,C,E,G)",524
221,2,3300,"2-3(B,D,F,H)",524
335,6,3300,"10-11(B,D,F,H)",524
510,4,3300,"12-13(A,E,G)",524
719,9,3301,"8-9(A,C,E,G)",524
981,52,3301,"11(A,C,E,G)",524
982,41,3301,"8(B,D,F,H)",524
984,42,3302,"9(B,D,F,H)",524
Junior HR,8,3300,1(A-H),524
982,42,3301,"9(B,D,F,H)",525
1170,10,3301,10-11(F),525
1171,10,3302,10-11(F),525
719,10,3302,"8-9(A,C,E,G)",525
225,3,3300,"10-11(A,C,E,G)",525
981,32,3301,"7(A,C,E,G)",525
